row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Y-EV_1_CTRL_Run88.mzML Peak area,2024_POS_Y-p9_3_Run155.mzML Peak area,2024_POS_Y-p9_1_Run100.mzML Peak area,2024_POS_Y-EV_2_CTRL_Run117.mzML Peak area,2024_POS_Y-p9_2_Run120.mzML Peak area,2024_POS_Y-EV_3_CTRL_Run138.mzML Peak area,Unnamed: 19
117,476.1605461763709,0.39028457,,,,,,,,,,,1494232.9,250696.53,10222.398000000001,1422575.8,61008.574,42046.68,
948,476.3368482212976,7.6388836,,,,8.0,36.0,[M+NH4]+,,4.0,946;949;948;950,458.30301,519323.47,553488.5,285132.2,1245316.1,736219.1,832186.7,
736,480.3082296229123,6.302447,,,,61.0,,,,,,,4079054.0,2678433.2,1405631.9,3207654.8,3199295.8,2725042.2,
752,480.3082633200882,6.404847599999999,,,,,,,,,,,1600328.0,1958208.5,1178888.8,1227820.8,1727116.5,897332.44,
879,481.291949117201,7.474597999999999,,,,,,,,,,,37759.0,558673.06,682765.9,1671431.8,40474.285,26540.55,
818,481.29207029210403,7.0645976,,,,,,,,,,,44646.977,21441.846,5185.032,83235.586,59072.957,71816.41,
843,481.2921156686592,7.272379400000001,,,,89.0,34.0,[M+Na]+,,2.0,844;843,458.30303,50681.57,5110.3887,10775.438999999998,62494.848,94299.31,42449.515999999996,
917,481.2921744303951,7.52049,,,,34.0,35.0,[M+Na]+,,3.0,916;921;917,458.30299,3489063.8,1172118.5,1216016.6,3182231.8,2917706.8,2760076.8,
950,481.2921835436022,7.641022,,,,8.0,36.0,[M+Na]+,,3.0,949;948;950,458.30301,1728091.8,620478.8,348363.12,1765027.9,916037.1,1162098.5,
1251,481.29222167793677,9.034125,,,,24.0,46.0,[M+Na]+,,2.0,1251;1253,458.30305999999996,1952358.2,1797548.1,959276.3,1575929.9,1411137.6,1392546.8,
918,482.2955347992608,7.521789599999999,,,,,,,,,,,1108234.4,364899.62,368726.0,996264.7,934850.3,862199.5,
1056,482.40493197266017,8.04321,,,,,,,,,,,371767.75,433653.2,169470.11,482254.9,321806.66,341368.7,
769,488.3579587371914,6.6157146,,,,54.0,,,,,,,1333284.2,1334960.2,871550.3,1416789.9,1389895.4,1521534.0,
1230,489.3150178433036,8.992646,,,,,,,,,,,205260.27,352184.6,244455.06,221269.81,300059.72,208448.94,
137,490.1762765217015,0.38540348,,,,43.0,,,,,,,2159191.8,391458.9,48952.52,1976727.8,235209.81,1031181.25,
273,490.1763099627633,0.6010687,,,,,,,,,,,840690.44,17781.926,0.0,398268.78,17033.611,106467.64,
919,490.3520269640561,7.522156,,,,,,,,,,,148027.12,68572.086,61653.434,405736.3,180272.84,199294.0,
952,490.3522616249808,7.6107087,,,,,,,,,,,129693.375,47711.543,31347.129,376810.16,68548.8,49944.24,
687,494.32394868561806,5.7896686,,,,,,,,,,,7716477.0,3365895.0,1147352.0,6855213.0,4064042.2,4210253.0,
701,494.32395613211156,5.8948836,,,,,,,,,,,6389339.5,5107266.0,1790253.1,5890835.5,5232250.5,3817696.0,
735,496.3396011484074,6.301012,,,,61.0,28.0,[M+H]+,,2.0,732;735,495.33222,8111032.0,12114820.0,5216643.5,8591221.0,12316900.0,6437788.5,
717,496.3396313867511,6.1868324,,,,,,,,,,,624579.9,486931.9,155604.05,550193.75,438533.7,325981.78,
921,497.2661441303219,7.522621000000001,,,,34.0,35.0,[M+K]+,,3.0,916;921;917,458.30299,446872.03,277956.12,190114.55,629745.0,548470.25,564864.0,
949,497.2661542082885,7.6404357,,,,8.0,36.0,[M+K]+,,4.0,946;949;948;950,458.30301,199380.61,231760.9,115877.97,575633.1,331231.94,419949.88,
1253,497.2662729448207,9.038227000000001,,,,24.0,46.0,[M+K]+,,2.0,1251;1253,458.30305999999996,284667.6,285693.44,194061.47,261248.12,274284.97,282645.7,
691,497.2699418636549,5.8324223,,,,,,,,,,,50002.61,66988.984,13155.835,48837.54,72556.16,33490.355,
733,497.34290734802636,6.299801,,,,61.0,,,,,,,2163678.0,3287937.8,1396946.8,2301895.2,3344787.5,1748367.1,
728,498.28241185034966,6.2714887,,,,88.0,,,,,,,1421103.2,1311720.2,632326.0,1178341.5,1283434.6,775843.1,
731,498.3454480978551,6.2988186,,,,,,,,,,,372164.47,569561.44,232605.53,398169.8,582188.3,285600.44,
600,514.2855400678993,3.9691207000000004,,,,,,,,,,,737028.3,590201.94,459096.28,705689.5,627287.94,773925.8,
686,516.3057274860265,5.7896686,,,,,,,,,,,321945.6,130135.914,43794.74,294356.9,153591.44,175424.11,
704,516.3057328513199,5.903029,,,,,,,,,,,345936.06,293025.66,81506.22,331866.22,280824.47,199973.88,
732,518.3213359192441,6.299801,,,,61.0,28.0,[M+Na]+,,2.0,732;735,495.33222,407023.97,447903.9,193717.31,331872.38,456930.97,251503.98,
756,522.3552218483692,6.4684156999999995,,,,64.0,30.0,[M+H]+,,2.0,755;756,521.3479,4970465.5,4951099.0,1887094.2,4408814.0,3943075.8,2546211.5,
744,522.3552373266101,6.362985,,,,31.0,29.0,[M+H]+,,2.0,746;744,521.3478700000001,19706380.0,10239237.0,3772562.2,18740502.0,10742356.0,10150697.0,
743,523.3584973127654,6.362985,,,,31.0,,,,,,,5883129.0,3019378.0,1097621.9,5512375.0,3177111.0,2995953.8,
628,524.2697604383819,4.7559857,,,,,,,,,,,386681.56,325477.7,291948.7,386359.62,387496.62,403849.9,
740,524.297908232271,6.324428599999999,,,,61.0,,,,,,,530191.8,530914.6,173871.16,849658.75,600123.8,536857.56,
754,524.2979513387066,6.448011,,,,,,,,,,,1103149.0,115982.75,42264.86,104534.2,119240.78,52746.215,
762,524.2980499927231,6.525399,,,,,,,,,,,136504.47,0.0,0.0,78746.164,0.0,0.0,
745,524.3611230836717,6.3642106,,,,,,,,,,,1111082.4,559385.94,193422.61,1032900.25,585411.3,554520.3,
799,524.3708457119676,6.9173985,,,,46.0,,,,,,,2619555.2,4471153.0,2333509.0,3472467.8,4095308.5,2942808.5,
789,524.3708872659128,6.7964993,,,,,,,,,,,187230.67,197199.0,65995.53,191925.55,137018.36,144335.64,
770,532.3841578854798,6.616602,,,,54.0,,,,,,,1092755.4,1123878.2,710971.6,1179221.1,1129858.9,1229862.1,
690,534.3897721038521,5.7942542999999995,,,,,,,,,,,0.0,284704.44,27164.395,0.0,241440.56,0.0,
708,534.3898405181901,5.9957895,,,,,,,,,,,0.0,42563.734000000004,0.0,0.0,33501.023,0.0,
678,534.3898497842018,5.6959877,,,,,,,,,,,0.0,1995099.0,288908.22,0.0,1363569.5,0.0,
661,534.3899101879296,5.523000700000001,,,,,,,,,,,0.0,74079.914,0.0,0.0,59251.58,0.0,
61,537.1946092171094,0.3512343,,,,53.0,5.0,[2M+Na]+,,2.0,63;61,257.10273,372226.8,186602.28,119069.52,453554.66,186525.16,283790.38,
746,544.3370038938689,6.366848,,,,31.0,29.0,[M+Na]+,,2.0,746;744,521.3478700000001,1017551.4,381137.38,160166.7,786132.8,479716.34,458419.25,
755,544.3370641287053,6.466971,,,,64.0,30.0,[M+Na]+,,2.0,755;756,521.3479,218954.36,213615.64,77826.01,191451.56,191657.58,102829.2,
798,546.3530406019169,6.915228,,,,,,,,,,,176213.77,240008.48,138493.94,207363.69,313254.78,182086.3,
1201,546.4303093766648,8.758471499999999,,,,,,,,,,,449030.72,114584.67,38027.937999999995,424474.3,136031.48,451540.25,
1293,546.4303394324799,9.300738,,,,,,,,,,,135327.38,78367.336,51105.22,192655.27,111695.625,159466.1,
1286,546.4304158842741,9.134258,,,,,,,,,,,3060307.8,1962130.9,1309151.2,3578930.2,2416624.8,3679279.2,
91,548.9837946299039,0.40575874,,,,,,,,,,,11043.266000000001,75767.41,1122722.1,44002.457,143024.48,30479.162,
1087,550.6281959276679,8.298680000000001,,,,,,,,,,,1436886.4,112291.96,124370.69,187660.16,59487.363,0.0,
629,551.2695345489631,4.798846,,,,15.0,24.0,[M+H]+,,3.0,630;631;629,550.26219,668893.75,576125.9,432334.22,768663.1,673594.8,741831.06,
1227,553.3895391834596,8.957953,,,,,,,,,,,170599.83,432519.12,177260.12,112050.68,267395.34,196282.27,
1025,554.1756235846469,7.8758490000000005,,,,60.0,,,,,,,639036.4,689613.8,351361.25,591799.7,440847.16,581261.5,
737,555.2925095535322,6.3028955,,,,93.0,,,,,,,0.0,1141633.6,464936.25,911133.9,1119436.8,646122.94,
758,555.2925239108064,6.4753704,,,,,,,,,,,1219343.6,0.0,0.0,0.0,0.0,0.0,
1295,556.5297177625191,9.329725,,,,,,,,,,,24896.097999999998,415873.4,148494.78,25019.635,455416.84,42045.824,
124,557.1324383465353,0.38214929999999997,,,,43.0,10.0,[M+H]+,,2.0,124;109,556.12493,8240756.0,5849714.5,2815082.5,6668220.5,8484296.0,5999966.0,
1228,560.4459309957933,8.962022,,,,,,,,,,,215771.4,423841.12,377945.06,267924.47,664756.1,254951.03,
723,562.4211370932667,6.219936,,,,,,,,,,,0.0,736850.4,89703.57,0.0,813956.2,0.0,
631,568.296102358741,4.8007599999999995,,,,15.0,24.0,[M+NH4]+,,3.0,630;631;629,550.26219,20329090.0,16643854.0,15884145.0,22598366.0,19972764.0,22018754.0,
630,573.2512539114199,4.798846,,,,15.0,24.0,[M+Na]+,,3.0,630;631;629,550.26219,1935320.0,1736942.4,1334273.8,2297326.5,2045627.9,2320134.5,
738,573.3031195342886,6.304022,,,,93.0,,,,,,,0.0,1082582.1,462879.0,882505.6,1081029.8,579718.4,
759,573.3031620069918,6.4753704,,,,,,,,,,,1136515.6,0.0,0.0,0.0,0.0,0.0,
771,576.4103058464906,6.621828599999999,,,,54.0,,,,,,,688005.3,713668.1,456997.56,722891.5,715383.0,795628.4,
109,579.1139059381048,0.37645426,,,,43.0,10.0,[M+Na]+,,2.0,124;109,556.12493,7087745.0,3498769.0,1698439.0,7197704.0,4779132.0,9703277.0,
832,583.3238790185379,7.1905427,,,,,,,,,,,0.0,0.0,186733.95,0.0,627001.0,359035.1,
862,583.3238803236699,7.3214087,,,,,,,,,,,0.0,460869.06,0.0,540500.8,0.0,6815.6445,
593,586.2702853695125,3.7134504,,,,,,,,,,,1540216.4,993123.2,713594.2,1004335.56,1079371.9,1335931.8,
1326,587.4643657186347,9.63722,,,,,,,,,,,678938.75,1045089.3,176746.7,359724.72,480819.8,341983.72,
1418,589.479958170324,10.178548,,,,,,,,,,,1329539.1,1762567.5,321356.06,1282058.1,813626.44,525304.8,
592,591.2256459753074,3.7165787000000003,,,,,,,,,,,327483.28,232808.94,145404.52,225086.5,239300.28,283829.16,
236,599.0572279922583,0.5326099,,,,2.0,,,,,,,667114.3,1007584.94,1742975.9,724992.6,1205964.0,1218501.5,
753,599.318800233331,6.3902054,,,,,,,,,,,0.0,122145.164,70105.34,375713.03,138712.5,253758.47,
767,599.31886966461,6.563211999999999,,,,,,,,,,,459994.16,63906.703,26402.688,62631.414000000004,58747.58,43456.97,
787,599.3188976388017,6.7916512,,,,,,,,,,,63490.312000000005,0.0,0.0,0.0,0.0,0.0,
863,601.3343304539262,7.3477125,,,,,,,,,,,0.0,491782.12,0.0,566106.4,0.0,0.0,
833,601.334509844928,7.1905427,,,,,,,,,,,0.0,0.0,198807.25,0.0,676556.0,356619.75,
1356,610.1838561972568,9.817853,,,,45.0,,,,,,,2236616.2,1184821.4,287255.1,2860288.8,1052869.4,646011.44,
309,613.1586811596642,0.70618457,,,,71.0,,,,,,,2210966.0,3618100.2,1936370.9,2397153.5,2977224.0,205180.94,
1329,613.4223887164368,9.644547,,,,,,,,,,,728376.8,899475.75,220399.8,425009.9,484450.9,413037.94,
1428,615.4954518484105,10.222033999999999,,,,,,,,,,,2182256.8,2528281.0,217957.14,2096653.1,480618.47,441451.7,
773,620.4364868972638,6.623155000000001,,,,54.0,,,,,,,360556.4,351580.5,237329.19,387524.0,365159.03,401991.56,
665,622.3153681496692,5.558642,,,,,,,,,,,296075.56,330370.1,112878.34,264312.03,383318.38,285052.28,
1089,628.1944036858006,8.26338,,,,67.0,,,,,,,597368.5,776066.25,639926.56,512555.03,375053.72,737207.75,
1451,631.4692419812968,10.266646000000001,,,,21.0,,,,,,,1741758.1,1520729.6,35179.68,1298768.8,203590.9,212337.83,
1475,634.44400902635,10.342871,,,,,,,,,,,0.0,5623635.0,3431263.2,428248.78,2610363.0,345439.8,
965,637.3049536539961,7.700724,,,,85.0,38.0,[M+H]+,,2.0,966;965,636.2978,479786.84,990856.9,1097293.9,554370.06,992135.4,410166.22,
644,640.3172867850508,4.955091,,,,,,,,,,,1098823.4,895173.44,796978.3,1196946.0,1067692.2,1259036.6,
128,643.0337109960502,0.39030490000000007,,,,43.0,,,,,,,55014.39,662572.4,3560920.0,73415.57,639541.75,827723.75,
1287,647.4856127150916,9.166354,,,,4.0,47.0,[M+Na]+,,2.0,1288;1287,624.49591,1408467.6,914418.9,437678.66,1072216.2,870924.5,880061.0,
788,648.4232783051218,6.7964993,,,,,,,,,,,192926.1,807308.8,150746.3,178129.0,661930.25,226516.39,
1029,648.4233255184021,7.874664999999999,,,,,,,,,,,0.0,79907.13,211384.22,0.0,1036369.9,212730.03,
866,648.4235858572019,7.3947034,,,,,,,,,,,0.0,575377.1,0.0,0.0,0.0,0.0,
938,648.4236750230448,7.649455000000001,,,,,,,,,,,0.0,311508.94,0.0,0.0,34371.008,0.0,
1121,648.4594627128901,8.309147,,,,,,,,,,,0.0,479861.28,2735342.2,181376.27,2494501.5,564703.06,
1476,648.4598501439723,10.340365,,,,,,,,,,,222458.9,1631490.0,193621.64,125745.05,213433.55,0.0,
1318,649.5011880964673,9.531302,,,,,,,,,,,767247.5,487216.44,146908.16,479134.66,307172.22,440865.2,
838,650.4388426379364,7.212673700000001,,,,,,,,,,,166323.92,838229.0,194254.22,237548.6,856986.8,241970.81,
1328,653.3622829812612,9.644649000000001,,,,,,,,,,,414958.88,426303.8,221333.39,368053.84,329982.8,310889.56,
966,654.3317470699892,7.700724,,,,85.0,38.0,[M+NH4]+,,2.0,966;965,636.2978,1607099.4,3446427.0,3945406.2,2345791.8,3131179.8,1545502.0,
1069,654.3327529985709,8.093281,,,,,,,,,,,0.0,39415.047,0.0,0.0,8403.525,0.0,
627,656.0709569975928,4.744635,,,,17.0,,,,,,,1528407.6,1625734.4,1572541.4,1645017.6,1667891.6,1877409.1,
1462,656.4260769169837,10.310705,,,,,,,,,,,0.0,228646.4,529960.0,0.0,330173.3,20886.433999999997,
963,659.2868375712727,7.699915,,,,,,,,,,,170440.22,243179.89,276517.44,204016.95,204902.69,124369.3,
1493,663.4524838115015,10.393378,,,,,,,,,,,145623.33,212178.94,3376.4395,214218.4,57096.45,58566.465,
1472,663.4524959136297,10.31255,,,,,,,,,,,170037.77,242916.95,0.0,171426.28,14524.663,6833.456999999999,
1400,663.4534598431849,10.074224000000001,,,,33.0,51.0,[M+H]+,,2.0,1401;1400,662.44607,5718266.0,5439210.5,4894126.5,5979823.0,4863288.5,5232506.5,
1288,663.458573907445,9.167643,,,,4.0,47.0,[M+K]+,,2.0,1288;1287,624.49591,77449.31,53992.89,40502.297,71369.47,90740.22,110893.984,
774,664.4625793524751,6.6243567,,,,54.0,,,,,,,138171.38,142130.3,83588.38,154280.94,142214.62,156679.56,
92,665.0153293745515,0.38329896,,,,,,,,,,,40107.844,51786.426,1215582.6,16447.061999999998,118852.89,118663.44,
1486,674.4747696312177,10.391152,,,,,,,,,,,0.0,403460.8,1296838.5,0.0,486737.88,14678.515,
1320,675.5166805613864,9.554530999999999,,,,,,,,,,,1558271.0,596562.0,198816.7,920653.0,433965.38,866517.8,
1139,675.6757499045148,8.406283,,,,48.0,,,,,,,1707630.1,2380056.0,1267746.9,998454.7,1102049.2,1347071.4,
911,678.5064882481872,7.4776893,,,,,,,,,,,0.0,0.0,12446359.0,0.0,27148350.0,25321738.0,
1401,680.4799396833309,10.078384,,,,33.0,51.0,[M+NH4]+,,3.0,1401;1400;1404,662.44607,7854346.0,7349777.5,6592101.0,7987854.0,6337886.0,6523747.0,
1398,681.4832248144681,10.066517,,,,33.0,,,,,,,3209066.5,3135971.2,3071161.2,3345678.8,2985237.5,3066860.0,
1171,684.2025537108793,8.623579,,,,37.0,,,,,,,37534.695,97590.31,69777210.0,85890.08,66366590.0,61311270.0,
1404,685.4351345741152,10.114476,,,,33.0,51.0,[M+Na]+,,2.0,1401;1404,662.44607,5240031.5,5501672.0,3387318.8,5384212.0,3758584.5,3816831.2,
1174,687.2010507392166,8.626166,,,,37.0,,,,,,,0.0,0.0,15542329.0,0.0,14791747.0,13666789.0,
1177,689.1983523741437,8.632083999999999,,,,37.0,,,,,,,0.0,0.0,2182214.5,0.0,2070784.1,1917276.6,
1234,689.4961463222858,9.013266,,,,,,,,,,,31750.24,63049.1,140758.66,911663.3,59575.6,0.0,
1063,690.5057692758103,8.077119999999999,,,,38.0,43.0,[M+H]+,,2.0,1063;1068,689.49887,0.0,15671.693000000001,27330940.0,5298.375,45392984.0,38434830.0,
1454,690.5060834205403,10.285791,,,,21.0,,,,,,,0.0,93908.7,1473396.8,61494.453,1912935.1,1682705.6,
1456,691.5093381772618,10.28503,,,,,,,,,,,0.0,0.0,604100.7,0.0,557006.9,196181.03,
1066,691.5098177902802,8.061397,,,,,,,,,,,0.0,0.0,11499205.0,0.0,14794663.0,10194857.0,
1062,692.5128023008971,8.058742,,,,38.0,,,,,,,0.0,0.0,2769787.8,0.0,4592897.5,3939007.2,
892,700.4884123079553,7.445070299999999,,,,35.0,,,,,,,0.0,0.0,2377183.5,0.0,3436365.5,3685531.8,
1168,702.2129099656448,8.558282,,,,69.0,,,,,,,540549.0,693218.25,632595.5,570337.94,587840.6,700885.9,
900,702.4985090042682,7.448625,,,,,,,,,,,0.0,0.0,196251.48,0.0,379612.1,305473.28,
957,704.5221617502098,7.668742699999999,,,,,,,,,,,0.0,0.0,19709794.0,0.0,32935262.0,33900950.0,
964,705.5255009667097,7.669167999999999,,,,,,,,,,,0.0,0.0,5815911.5,0.0,10535434.0,14644033.0,
1397,706.495560372253,10.066517,,,,33.0,,,,,,,4437534.5,4014853.8,4146087.8,4431381.0,3793114.2,3931063.2,
1127,706.5376988781601,8.319999000000001,,,,,,,,,,,0.0,0.0,1356972.2,0.0,4402303.0,4328644.0,
1484,706.5380169152677,10.344968,,,,30.0,,,,,,,0.0,0.0,589927.06,0.0,683019.06,726479.2,
131,707.2208976454185,0.38052237,,,,43.0,8.0,[2M+Na]+,,3.0,87;134;131,342.11595,6828446.5,539401.44,25528.021,4888402.0,815754.6,2663686.2,
1180,710.2181786027701,8.637145,,,,37.0,,,,,,,0.0,0.0,2441513.2,0.0,2255926.0,2259429.2,
1442,712.4880355000448,10.272124,,,,21.0,,,,,,,0.0,4890.0845,277012.8,0.0,397746.3,299297.1,
1068,712.4884554438664,8.075623,,,,38.0,43.0,[M+Na]+,,2.0,1063;1068,689.49887,0.0,0.0,1610559.6,0.0,2267280.8,2044395.8,
1447,716.5219819353833,10.297239,,,,21.0,54.0,[M+H]+,,2.0,1444;1447,715.5146900000001,0.0,72644.65,5711214.0,84951.55,7381429.5,6721358.0,
1086,716.5222600687947,8.253483000000001,,,,82.0,44.0,[M+H]+,,2.0,1107;1086,715.51484,0.0,0.0,24784910.0,0.0,35614936.0,32892842.0,
1085,718.5290977578426,8.253483000000001,,,,,,,,,,,0.0,0.0,2074148.0,0.0,2998525.0,3716670.0,
875,718.5372729376227,7.444440400000001,,,,,,,,,,,0.0,45589160.0,7265975.5,285414.62,832373.1,3309593.0,
1488,718.5374746535985,10.330272,,,,36.0,,,,,,,69024.14,1044316.75,5659746.5,74167.63,12505723.0,7130717.5,
972,718.5375113805206,7.719719,,,,,,,,,,,0.0,7876368.0,952669.94,550233.1,8304582.0,2787594.0,
933,718.5375467186253,7.5709295,,,,,,,,,,,0.0,8795924.0,2456744.5,400363.06,2214980.0,10060254.0,
973,719.5411192828348,7.719363,,,,,,,,,,,0.0,3503057.8,458105.7,176542.88,3615014.5,659358.0,
961,726.5038954338127,7.66518,,,,,,,,,,,0.0,0.0,695704.7,0.0,1404612.1,1533780.9,
1041,726.5039155839763,7.940028999999999,,,,,,,,,,,0.0,0.0,46219.574,0.0,150253.98,176098.7,
1016,726.5039850828791,7.8375639999999995,,,,,,,,,,,0.0,0.0,76999.375,0.0,219290.33,216819.19,
1009,730.5372355222977,7.816867,,,,49.0,,,,,,,0.0,32135.112999999998,149010200.0,4050.3003,287292100.0,257082110.0,
1467,730.537490007235,10.309559,,,,,,,,,,,0.0,176571.86,3122676.8,9459.735999999999,2029625.9,3154025.5,
1010,731.5412662513062,7.833060700000001,,,,,,,,,,,0.0,3533.2598,39718132.0,0.0,130102170.0,117684420.0,
987,732.5441696640504,7.8341885,,,,,,,,,,,0.0,0.0,17643390.0,0.0,17631424.0,28450950.0,
777,732.5521887314392,6.656601400000001,,,,,,,,,,,0.0,124896750.0,503535.5,488146.88,0.0,502663.1,
873,732.5528539807477,7.425969599999999,,,,,,,,,,,0.0,19234514.0,1610115.1,6495365.0,0.0,1801889.1,
1125,732.5529320785747,8.295577,,,,,,,,,,,0.0,2041399.5,5283472.0,173350.7,51750296.0,58683416.0,
1154,732.5532561561362,8.428533,,,,,,,,,,,0.0,410082.4,17015438.0,0.0,30962544.0,25468210.0,
1481,732.5533945665567,10.3418045,,,,30.0,,,,,,,0.0,3308808.5,54703790.0,173818.08,63511600.0,55271468.0,
1244,732.5534183592188,9.011714999999999,,,,,,,,,,,0.0,0.0,857566.9,0.0,1748185.8,1917584.4,
1000,733.5472505312895,7.8359838,,,,49.0,,,,,,,0.0,0.0,3151532.5,0.0,5539467.5,5186522.0,
1126,733.5564325669189,8.293055,,,,,,,,,,,0.0,998820.8,2197542.0,63209.49,23111500.0,26540758.0,
1155,733.5567490218106,8.428533,,,,,,,,,,,0.0,59625.9,7529868.5,0.0,14065629.0,11590820.0,
796,734.4956309328768,6.880816,,,,,,,,,,,0.0,8365988.5,0.0,0.0,0.0,161662.12,
1500,734.4975173935345,10.407778,,,,,,,,,,,0.0,86818.38,494160.38,45823.03,744091.9,1922967.2,
1156,734.5599936777639,8.438134,,,,,,,,,,,0.0,0.0,2039430.1,0.0,3596365.5,3097769.0,
1129,734.5602799483274,8.326334,,,,,,,,,,,0.0,129787.47,550451.9,0.0,5921738.0,7094748.5,
955,734.5678635644749,7.714544999999999,,,,,,,,,,,0.0,0.0,2885496.5,420793.4,0.0,0.0,
1491,734.5680390479871,10.37007,,,,,,,,,,,0.0,0.0,0.0,286498.1,0.0,0.0,
1020,734.5694554121567,7.813077000000001,,,,,,,,,,,0.0,0.0,417570.7,5531507.0,0.0,0.0,
1478,735.5624839360737,10.346001,,,,,,,,,,,0.0,4743.896,900432.94,0.0,1307223.1,531010.9,
1399,736.5423703437518,10.068495,,,,33.0,,,,,,,2370118.0,2452227.0,2153450.8,2408731.2,2103722.0,2292253.0,
1416,736.6436811260754,10.1749525,,,,5.0,,,,,,,0.0,0.0,220169.97,0.0,264654.47,212961.44,
1386,736.6443664613788,9.988713,,,,7.0,,,,,,,0.0,0.0,719052.8,0.0,962335.0,918192.3,
1402,737.5457391713533,10.068005,,,,33.0,,,,,,,1209678.5,1205711.9,1081268.2,1179940.0,1078441.1,1147714.6,
1444,738.5038881861533,10.271008,,,,21.0,54.0,[M+Na]+,,2.0,1444;1447,715.5146900000001,0.0,3893.4883,1490269.4,0.0,2130038.0,1827686.0,
1107,738.5039095138345,8.283463000000001,,,,82.0,44.0,[M+Na]+,,2.0,1107;1086,715.51484,0.0,0.0,2580400.0,0.0,3009947.2,2813352.2,
898,738.5040111120151,7.4425564,,,,,,,,,,,0.0,0.0,23250.662,0.0,171079.88,96740.04,
1311,738.6602128147998,9.482269,,,,,,,,,,,0.0,3021116.2,2051737.2,599581.75,0.0,711586.06,
1439,739.5071525748135,10.271815,,,,,,,,,,,0.0,0.0,651327.5,0.0,940020.56,787330.2,
1108,739.5071808422798,8.283463000000001,,,,,,,,,,,0.0,0.0,545076.9,0.0,1239152.4,1164403.1,
1464,740.5181177322249,10.283681,,,,21.0,,,,,,,0.0,247084.1,418019.84,24385.314,1193084.4,543374.2,
893,740.5192864916589,7.443671000000001,,,,,,,,,,,0.0,455468.06,425868.06,0.0,162826.4,772538.2,
1045,740.519884877916,7.9394965,,,,,,,,,,,0.0,320634.9,5492.408,0.0,92030.27,27040.63,
1011,740.5202964828702,7.837097,,,,,,,,,,,0.0,420198.12,4180.2715,0.0,120212.55,51528.184,
1468,741.5219976030727,10.289584,,,,,,,,,,,0.0,86631.28,40556.266,0.0,440425.22,94200.695,
1319,743.6155592126096,9.492044,,,,,,,,,,,0.0,3296914.2,470256.2,640011.25,0.0,483187.38,
1458,744.5512391479498,10.286912,,,,,,,,,,,0.0,890151.5,186805.03,24760.25,167057.83,143183.92,
910,744.5528748597133,7.462067599999999,,,,,,,,,,,0.0,51917.34,181147.97,119282.1,226738.4,106985.92,
929,744.5529834569583,7.5723205,,,,,,,,,,,0.0,207825.56,114520.79,47720.215,492115.84,273594.22,
1034,744.5532135716518,7.984210000000001,,,,,,,,,,,0.0,2360429.8,952186.2,5091.948,1508229.2,4262028.5,
986,744.5532881036838,7.871598700000001,,,,,,,,,,,0.0,1536815.8,2616389.2,9606.958,188348.12,426770.8,
1065,744.5533029993733,8.050136,,,,,,,,,,,0.0,8075742.5,459805.06,8797.632,4125084.0,789338.7,
1070,746.5673042309962,8.075149,,,,,,,,,,,0.0,6802267.0,1266974.4,2235302.2,70202.23,3984846.8,
1018,746.5679166862054,7.868680499999999,,,,,,,,,,,16565.021,1343504.1,982222.1,9532179.0,56536.4,569544.1,
945,746.5686029855638,7.66458,,,,,,,,,,,82853.32,544467.75,7090918.0,1185693.0,82745.164,227988.31,
1487,746.5692732460651,10.331650999999999,,,,,,,,,,,4967.4062,1190451.4,307044.9,741429.06,8938.912,184287.66,
886,752.5184101937027,7.440013400000001,,,,35.0,,,,,,,0.0,4734.7803,306541.66,0.0,1100475.4,629209.06,
1446,752.5189254575029,10.269884,,,,21.0,,,,,,,0.0,4661.414000000001,913721.56,0.0,1138994.2,1027026.5,
1100,752.5191790913545,8.276941,,,,82.0,,,,,,,0.0,7792.467,1043591.7,0.0,802566.4,880030.25,
1006,752.5193112528937,7.8375639999999995,,,,,,,,,,,0.0,0.0,5276727.5,0.0,11228847.0,9519264.0,
854,752.5193557128455,7.294298599999999,,,,,,,,,,,0.0,0.0,53190.395,0.0,213358.44,130857.22,
1043,752.5193882079494,7.942039500000001,,,,,,,,,,,0.0,0.0,5351606.0,0.0,10282705.0,8343689.5,
1102,753.5232481358911,8.279262,,,,,,,,,,,0.0,0.0,516543.0,0.0,383386.9,418761.47,
1435,753.5237639345734,10.2644415,,,,21.0,,,,,,,0.0,0.0,460930.1,0.0,616171.4,512143.47,
1017,754.528042471783,7.853219999999999,,,,,,,,,,,0.0,0.0,591754.9,4288.193,987173.7,1016383.2,
1036,754.5313370393848,7.975761400000001,,,,,,,,,,,0.0,1421149.1,7980.0996,78477.984,9213.35,0.0,
1004,754.532564529904,7.8243789999999995,,,,,,,,,,,0.0,1202420.2,16765.346,176322.89,0.0,0.0,
1104,754.5342184120103,8.277650999999999,,,,,,,,,,,0.0,261405.38,305884.38,3312.8726,3770199.8,1794686.9,
849,754.5343777584387,7.292802,,,,,,,,,,,0.0,2429545.0,56438.395,93767.05,0.0,44701.57,
889,754.5346753392769,7.442907300000001,,,,78.0,,,,,,,0.0,2588208.8,249903.03,414862.9,0.0,258335.58,
